customer_id,signup_date,company_size,plan_type,avg_monthly_logins,emails_sent,leads_managed,support_tickets,satisfaction_score,last_login_days_ago,cancelled
d3a5f88d,2020-01-23,Média,Basic,19.712134661783473,110,57,3,2.7836366439965388,10,0
fbe8a9b2,2024-12-10,Pequena,Pro,13.613044004080958,100,47,3,4.0005989927958305,62,1
7d94f046,2021-01-25,Pequena,Basic,14.218454464151945,83,52,1,3.1281393983195867,67,0
876f6520,2023-11-09,Pequena,Basic,10.161203978335433,108,39,0,3.607474251801206,49,0
103be5ab,2023-07-12,Grande,Basic,13.908229020137517,103,46,0,3.537650893493692,57,0
5c3c1c49,2022-04-28,Pequena,Free,4.945703034566197,112,47,1,3.572914650705093,9,0
dbbd9325,2021-06-16,Pequena,Pro,0.0,99,48,2,2.504851943530057,16,0
f5e0b409,2022-04-23,Média,Basic,12.347774796566094,100,45,1,3.8383820856864554,35,0
3d1bc17d,2020-08-18,Grande,Free,8.74722967666237,101,44,1,4.142785657934181,23,0
583fd4d1,2024-08-17,Média,Free,16.804368481888744,92,48,1,4.711885768426594,73,0
bfe57146,2023-03-05,Pequena,Free,2.4221029166953905,96,56,2,1.7273104893476237,30,0
0982f065,2020-03-08,Pequena,Basic,8.117501855928616,103,53,0,3.5145341372848193,75,0
011015b3,2024-08-05,Pequena,Basic,6.6168857713901446,83,51,3,2.3919342356047055,23,1
ed204243,2024-06-12,Pequena,Pro,10.902652677911236,93,59,1,4.095051471257367,16,1
61d7f861,2022-08-30,Média,Basic,14.679444994715286,109,48,0,4.121254159549688,3,0
98d32e99,2024-06-02,Média,Free,6.690234187544009,109,63,2,2.955156235551631,1,0
5a358585,2023-12-28,Pequena,Basic,12.21811977609344,92,48,1,3.9509800944655638,20,0
5b0d88e2,2020-09-17,Pequena,Basic,4.067508555709429,96,55,2,2.7269964485695604,19,0
6a3090a5,2021-08-29,Pequena,Free,7.706552977994584,99,50,2,4.132001830271216,8,0
d17425cf,2023-05-25,Pequena,Free,16.171901581055106,109,55,0,3.5501203456143973,64,1
e987b331,2023-10-22,Pequena,Basic,23.58338823312822,101,40,0,4.924590266030227,24,1
e80f6f1f,2024-02-02,Média,Basic,14.747391173678198,100,52,0,5.0,72,1
fee6e515,2023-02-05,Pequena,Pro,15.57957795774271,134,51,0,3.2893843875628788,85,0
3c499f9b,2022-04-10,Pequena,Basic,9.023463491723858,101,38,4,4.989598647594192,12,0
3c5442c0,2020-12-21,Pequena,Basic,7.549675136499243,89,54,2,5.0,72,0
6930bd07,2023-12-09,Pequena,Pro,12.680026511258664,89,55,0,2.391445384406869,42,1
e161f24f,2021-07-05,Pequena,Basic,15.141629251759294,122,61,1,3.971264664086295,30,0
b2d376a0,2021-06-28,Pequena,Basic,13.639902962570957,97,60,0,3.7324402486505224,21,0
005ed7d9,2024-10-07,Pequena,Basic,13.09525732866008,116,50,0,1.8747771015810268,65,0
e94b38f7,2023-12-23,Pequena,Free,17.18144561338105,88,61,1,3.0800543162914984,47,1
2eea69a2,2024-01-28,Pequena,Pro,14.08795599439067,112,49,2,5.0,80,1
2fb77d35,2023-08-26,Pequena,Free,15.809747201880256,110,51,2,4.630590126290298,7,0
e4eb1bf9,2023-06-01,Pequena,Basic,14.372536115247904,110,48,0,2.2328288988830938,65,1
645426ef,2021-04-02,Pequena,Pro,13.890582839958304,104,58,0,2.900265965061075,8,0
ba249568,2021-04-21,Média,Pro,19.902980121152677,113,50,2,3.806895294017661,65,0
afb37ada,2020-07-03,Pequena,Free,12.328638572752526,91,40,0,2.479392264202528,49,1
079a09bb,2020-06-29,Grande,Free,5.388098486250612,97,52,0,2.8289234579992906,34,1
9d2cbadd,2022-03-22,Pequena,Pro,16.801734429750528,96,54,1,2.1444831638210506,69,0
b4a25f8b,2024-02-18,Grande,Pro,16.522702769990087,94,57,3,2.617394756379211,10,0
edba709b,2021-07-24,Média,Free,17.201406172840613,106,43,2,3.4218824174125246,42,0
9762091d,2024-08-06,Pequena,Free,4.992015578610666,105,49,4,3.7917273743439455,19,1
966191e8,2022-11-29,Pequena,Free,8.227063834903053,83,59,2,3.1031467034089943,58,1
23ba0456,2022-11-22,Pequena,Free,10.590440665316358,89,41,2,3.5685825980927444,66,1
2c55ca2f,2022-09-17,Pequena,Free,20.320531430381983,88,46,0,3.782564131798064,39,0
f9499784,2021-02-01,Pequena,Free,18.21319933954141,104,52,1,3.265074383382894,5,0
5a6071dc,2024-04-27,Pequena,Free,9.189991224853335,99,49,0,4.360936646741724,40,1
943e1cc6,2020-08-03,Pequena,Free,12.865620934671904,99,47,0,2.0018326898234533,17,1
f2b6ebc9,2021-07-29,Grande,Free,12.02753515981656,119,44,2,4.4637477769289475,74,0
e3a7e3f5,2023-07-05,Grande,Free,18.165949740392257,93,41,2,3.899302246543498,82,1
d3ae5f0a,2021-05-07,Média,Pro,7.464766889509354,85,45,1,2.3372362092346197,9,0
c019478c,2020-12-05,Média,Pro,7.6149186044483566,103,43,1,3.7661500976074214,84,1
5eb83283,2020-12-29,Média,Free,12.78301823026436,112,45,0,3.2552160924157625,74,1
92788fc1,2024-09-03,Pequena,Free,0.0,118,56,1,4.324179497971192,81,0
26b5c2e7,2024-02-28,Média,Basic,8.013143379861086,100,55,0,3.807840314422406,51,1
8db30b61,2021-02-17,Pequena,Basic,11.557940221325286,101,45,1,3.766466634375769,18,0
1ab4d2ee,2024-07-12,Grande,Basic,21.345466898007384,109,53,2,2.7215842644842327,49,0
bcc70448,2020-06-07,Grande,Free,10.918194049852175,91,54,1,3.6106063662018224,61,1
d1e6496b,2020-10-19,Pequena,Free,9.517784974514925,97,55,1,3.0051741040269926,11,0
25c06106,2020-06-06,Grande,Free,15.995850212900377,88,51,0,1.2496792943348543,11,1
e34837e0,2024-07-30,Pequena,Free,11.457325551823798,97,46,1,2.4321761127219883,50,1
5c446811,2020-08-29,Pequena,Basic,16.916150233358394,124,48,1,1.995433496575831,85,1
3aae68d4,2023-05-17,Grande,Free,16.474518269756793,117,43,1,2.6743020401247186,21,1
a11873b0,2022-04-06,Pequena,Basic,1.431219450375071,111,48,2,5.0,69,0
07b19000,2022-04-20,Pequena,Basic,12.274703482723096,98,49,2,4.352110097717004,20,0
a2769913,2023-03-03,Pequena,Basic,7.314689258776704,102,55,0,2.632002841047246,62,0
9f00ce8b,2023-06-25,Média,Free,13.724376046683311,103,52,0,5.0,0,1
051969e7,2024-06-21,Pequena,Basic,6.5618221224866895,94,53,2,1.6120214582693884,61,0
a7c631fa,2023-05-07,Pequena,Basic,17.505517283854488,91,49,1,1.7592257909205429,32,1
477e507f,2020-08-27,Pequena,Basic,10.676666424672119,100,62,2,3.0019154866432443,44,0
3611dc18,2023-11-10,Pequena,Basic,6.57333904999947,80,53,2,4.2462186999642855,83,0
43abab6e,2024-03-19,Média,Basic,19.33875874281555,114,54,1,3.617402007868148,16,0
d935efcc,2021-11-22,Pequena,Basic,10.47712112210165,88,65,0,4.2806913018801245,58,0
955edd5e,2021-12-06,Pequena,Pro,14.278763943911542,98,43,0,5.0,16,0
65c46e8d,2021-08-25,Pequena,Free,9.983982400967294,106,46,2,3.0277817485103746,81,1
7fbc12ba,2023-04-07,Média,Basic,1.267749728563592,108,38,1,2.8164382223648805,47,1
ffe300c4,2023-02-11,Pequena,Basic,12.321149332247682,99,46,1,2.1998001005629297,88,1
d41fabf8,2022-12-22,Pequena,Basic,9.502194218230402,107,50,0,5.0,43,0
fd9b99e6,2023-01-21,Pequena,Pro,15.182962799211957,110,51,2,4.466736361000337,23,0
efcd8b76,2022-11-25,Pequena,Basic,8.722113507501724,114,59,0,3.0855223593511742,20,0
dd239c16,2024-06-07,Pequena,Free,11.807305603157895,98,41,3,5.0,45,1
23b77b64,2021-04-30,Média,Free,14.824695873727519,95,46,2,1.9603643712653542,74,1
4e43dacd,2021-11-20,Média,Pro,16.85851946711417,89,44,2,5.0,7,0
6524cde6,2023-08-31,Pequena,Pro,15.162740619721502,104,45,0,5.0,79,0
b3be3fba,2022-02-11,Pequena,Free,13.455100345578725,86,53,1,3.5631311203472658,22,0
fb06fef1,2024-06-20,Média,Free,10.81988419111305,109,46,5,3.396213449447369,67,1
cb30dc73,2021-03-27,Pequena,Free,9.032058136010104,99,57,6,4.350083515920296,29,0
81960724,2024-04-04,Pequena,Basic,18.25393076787315,96,53,0,3.4131159758570964,28,1
a1656b59,2021-08-12,Pequena,Free,13.324348095878616,115,52,0,4.847181888315745,34,1
df3ffe44,2021-03-08,Pequena,Basic,16.003092395872628,96,51,2,1.7485350525842418,47,0
1487898c,2023-12-23,Grande,Pro,11.791812775555023,94,50,1,3.0098858890625744,83,1
868c7ebd,2022-02-18,Grande,Basic,4.779783013426576,119,41,2,4.990138712650435,73,0
3d00625e,2024-06-19,Pequena,Pro,12.868653864285212,101,39,2,4.506604495887846,54,1
4eca5b96,2020-03-31,Média,Basic,17.534685416281434,111,46,0,4.9366714950836155,13,0
a7a46bd7,2022-07-29,Pequena,Free,13.434166271716869,98,54,1,4.629070474131288,81,1
2772c263,2024-10-25,Média,Basic,14.065138516965543,99,66,1,3.0116441688248283,3,0
79afa3f5,2021-06-11,Média,Basic,0.6206199516161881,102,42,2,4.42563878767864,82,1
ea7aa4b8,2021-06-25,Média,Basic,15.501882464787348,101,47,2,3.093050579319581,24,0
896d3830,2024-01-07,Grande,Basic,5.52155818470418,109,40,4,4.3235928205616,68,0
1b7350ee,2020-04-26,Grande,Pro,15.34444060459249,112,60,4,1.056175979374288,67,1
36565329,2023-12-25,Pequena,Free,14.662351834494789,97,55,2,4.159346812172824,50,0
d1fe0705,2020-10-29,Média,Basic,3.905787695375313,106,58,1,4.249387906319728,21,0
cc44f6e8,2024-08-21,Pequena,Free,9.713674917070762,88,53,0,5.0,19,0
b864e7c9,2022-03-16,Pequena,Pro,16.50314075565968,99,42,0,3.108695947469373,85,1
2d797a40,2020-12-31,Pequena,Pro,8.589117582301775,109,57,0,4.690429989098794,1,0
df86eda1,2023-11-06,Pequena,Free,8.364010876926201,116,40,1,4.120670262369845,45,1
c9c88ea6,2023-03-27,Média,Free,9.159813225262198,90,48,3,3.6647143248510488,56,1
21853183,2022-03-10,Pequena,Basic,15.383695077005221,94,50,1,3.6419747655053674,81,1
9568598e,2021-01-26,Pequena,Pro,10.804930869753031,107,53,2,3.5110525883284,35,0
7770ad92,2021-06-01,Pequena,Free,14.006918116326688,116,51,2,3.9547226254067724,9,1
3961c49a,2023-11-08,Pequena,Basic,8.712948333565727,110,61,3,1.97508333394507,22,1
051adaed,2023-07-30,Pequena,Basic,16.049843427176576,128,45,1,4.230983630842539,11,0
bc0c9dc9,2023-05-16,Média,Basic,12.150889381087227,104,38,1,3.029314698790182,46,0
5fe18318,2023-05-08,Média,Pro,14.837732844853122,96,54,3,1.2869902962152877,8,0
5ba5d506,2024-06-12,Média,Free,6.148926440992816,109,38,1,2.0611723379061235,84,1
d96e324b,2023-01-13,Grande,Basic,15.036926000553947,104,42,3,2.3889239581246136,79,1
01188588,2023-03-21,Média,Basic,6.578146082965134,103,51,0,4.6490994257289,51,0
e9893317,2022-05-20,Grande,Free,12.112360517365442,100,40,1,4.714744852028538,37,1
a46624dd,2024-06-06,Média,Free,8.81866943882886,102,40,1,4.556477268854898,57,1
17c47ab8,2024-06-26,Média,Free,11.460413535657176,97,51,1,4.31985685263682,79,1
3299d6dd,2024-01-29,Média,Basic,16.317058047552088,128,52,0,1.6051329610992577,52,1
d9c5242a,2023-07-22,Pequena,Basic,7.12151320910944,101,46,0,4.170434130239751,66,1
95a23b73,2022-08-25,Média,Basic,20.06334800725832,94,55,0,3.9431581347215565,22,0
f23c4a4a,2021-04-02,Média,Free,3.6682229625218117,107,48,3,2.9141728958554074,9,1
ba79ccca,2021-10-03,Média,Free,12.298332290879607,95,53,3,4.35197582862771,85,1
4bf40028,2023-06-04,Pequena,Basic,7.698077320771246,94,55,2,2.5537043416724137,11,1
93f94511,2020-05-29,Pequena,Free,8.187969854306248,101,49,1,3.398310484369837,45,1
ce1a9055,2022-07-25,Pequena,Free,10.621356237033538,88,55,1,4.766252189226995,87,1
7e002dc4,2020-03-12,Grande,Basic,15.877043941188646,97,49,2,3.362958872618141,40,0
e7caff1b,2022-02-13,Média,Free,11.24163081520044,87,45,2,2.6514954057822084,25,0
3f592abd,2022-05-18,Média,Basic,12.22343169690665,114,54,1,4.145849139194733,24,0
0b1ba279,2023-05-02,Média,Free,14.372131984483149,87,49,1,3.3295883275497737,55,1
b56cc760,2024-08-25,Pequena,Basic,16.81558675108432,104,53,1,2.1487571389444957,8,1
3a51023a,2023-12-18,Pequena,Free,3.433311962630606,99,52,0,4.4465146727945095,19,0
f048f73f,2024-08-09,Pequena,Basic,15.163647820557442,102,48,2,5.0,56,0
3eaed67f,2020-08-16,Média,Free,11.12417012389882,87,50,2,2.4200352120497888,3,0
6002ad71,2020-04-18,Pequena,Basic,14.619616218631627,99,59,1,3.4100591101778277,7,0
a5fca349,2024-01-21,Pequena,Free,11.556623276246103,101,51,1,3.7311659806644553,85,0
5c13641d,2020-12-23,Pequena,Pro,15.961154163020765,97,55,1,3.9539183100457382,33,1
5918391e,2022-04-06,Pequena,Free,13.264515601815644,107,43,1,2.4804701781412986,63,1
965d6400,2021-10-20,Pequena,Basic,14.79728236843924,106,43,1,4.589042572857903,1,1
b4dcc924,2024-10-07,Grande,Pro,20.380007379684677,101,59,2,3.4577639114642262,11,0
4ce8838d,2020-04-03,Média,Free,12.609944279848092,104,45,1,2.9571608493651413,36,0
de942dab,2021-02-18,Pequena,Free,15.081045254506403,109,43,2,4.0362302416648195,64,1
48e2009e,2022-01-02,Pequena,Basic,19.60756348477596,96,46,1,3.8022764557553903,9,0
9c1832c8,2022-01-02,Grande,Pro,11.985369388808017,103,46,2,2.489304675572665,66,0
f0a6a1df,2022-04-25,Pequena,Basic,11.695308536903873,108,50,3,4.049861002463596,30,0
9f967f82,2020-11-24,Média,Free,15.945673359741281,112,61,3,2.5099853798581995,81,0
b1d0eaa5,2023-09-24,Grande,Basic,15.341204565923135,82,45,2,2.609983867231012,30,1
ffa40904,2024-10-09,Média,Pro,12.591602931178532,119,39,2,2.730673359879217,5,1
3519e5f1,2020-01-26,Pequena,Basic,18.37279037029946,99,65,5,3.3197278578146574,7,0
9370e227,2022-12-25,Pequena,Basic,14.417658421074313,98,47,1,4.437439919402734,0,0
eacd85d0,2020-10-02,Pequena,Free,7.494914315269518,102,40,2,3.673284946397329,21,1
9e45d1d9,2020-09-10,Pequena,Basic,22.408564041555465,115,40,0,1.2861246472074739,23,0
ca4d62b0,2020-02-11,Média,Free,11.9692555074057,104,62,1,1.7048267101759502,20,1
52e75700,2020-09-26,Média,Free,16.229307317985835,87,52,1,2.378000265265452,48,1
6240d4c7,2021-04-08,Média,Pro,2.711085172734631,91,35,2,4.123197985007399,26,0
b45980cf,2022-06-21,Pequena,Basic,10.780243626890192,108,49,0,4.786265435468599,54,1
0d41c2eb,2021-03-27,Pequena,Basic,15.865197455062159,97,52,0,2.504669095755228,2,0
8bdcce2a,2020-10-27,Média,Free,11.509784418185257,96,52,2,3.243320255688215,39,1
a7b575e6,2024-07-19,Média,Free,26.216115114306543,97,46,0,2.342966247511142,1,0
39b44e63,2022-05-24,Pequena,Free,12.867482803290358,84,55,1,3.2099288997151674,87,1
44c1b9a5,2020-02-28,Média,Pro,13.47942827499203,116,51,0,3.41384465076447,59,0
7d8d9a65,2021-10-22,Pequena,Free,12.043343544751323,129,53,0,5.0,69,0
37b03b5f,2022-01-09,Pequena,Basic,4.996086298238199,105,56,2,2.782962710734054,17,0
3b367918,2022-07-15,Pequena,Free,12.043956120277691,99,54,2,2.1328272963562815,29,1
e34fe004,2022-03-05,Pequena,Pro,14.231768349700129,95,51,2,3.7903365661753705,0,0
b4f53627,2022-02-21,Média,Pro,12.871114692830119,107,43,2,2.1952846057362883,78,0
4a299df4,2022-04-13,Pequena,Pro,7.7937795720728715,103,64,1,3.723407735611464,8,1
4f0e4aac,2021-07-06,Pequena,Pro,3.705577443573688,105,57,2,4.331221054231833,9,0
a4610c5a,2020-09-26,Média,Basic,17.810961277031666,92,44,1,3.566891168063921,45,1
43da768c,2024-10-22,Média,Basic,17.77951945183637,97,45,3,3.347289537489825,26,0
8c1bd837,2022-08-08,Média,Basic,13.038651278962112,93,61,3,2.866241851140197,73,0
476d4b86,2022-11-16,Grande,Free,13.665871485111515,93,63,2,3.0679014133717235,16,0
b0f6364b,2024-03-16,Grande,Basic,13.924953911841989,88,46,1,3.7308715857576846,25,0
fa8a33a7,2021-05-01,Pequena,Pro,6.007940033156449,92,49,1,5.0,85,0
cf986d99,2023-12-28,Pequena,Free,7.235711518974833,93,64,1,3.311334748270203,70,1
6343de83,2020-08-15,Média,Free,8.53375523561635,100,52,1,2.6038267360526723,29,0
e1ba3f80,2023-11-01,Pequena,Free,5.628793200558618,113,45,1,2.6208454300013533,48,1
de45fc11,2020-01-10,Média,Free,16.315756188850003,100,48,0,2.805772055665173,27,0
0b651ad4,2024-12-29,Pequena,Basic,9.317144365995034,78,45,0,3.240674043346446,65,1
8a1f2bfe,2022-01-14,Média,Basic,14.709420152027938,109,48,2,3.9383147694971194,75,1
3e0c68b6,2024-04-04,Média,Basic,3.0879229105905903,94,55,0,3.138572680382114,62,0
8d018fe1,2023-04-22,Média,Free,7.095119285121378,92,60,2,4.0484544126268105,1,1
b5f9857c,2023-02-20,Pequena,Free,25.868271659970006,106,41,0,3.9155870057274957,18,1
0bd86b29,2024-12-06,Média,Basic,10.10384189278481,114,42,3,2.6713071303410767,75,1
c4164dd0,2021-08-07,Média,Basic,10.261027421192988,88,52,1,4.0884036766187695,55,0
8609f11f,2024-03-04,Grande,Basic,12.643828592460633,101,52,2,3.0238750391061275,3,0
62dcc7bf,2024-04-08,Média,Pro,9.043212706334854,106,58,1,3.2782987451486223,10,0
2835f940,2022-07-26,Pequena,Free,13.343348048496718,103,56,3,3.5549371606668054,65,0
c5330ef6,2021-12-04,Pequena,Free,6.940510375651435,105,47,3,2.637870139530347,55,1
cd651db8,2022-02-12,Pequena,Free,15.217117372042988,91,53,7,3.892121544081904,89,1
b5a49501,2024-11-30,Média,Pro,14.890446290108821,89,42,2,3.212970038864996,67,0
b0348d7b,2022-06-19,Pequena,Free,4.308075511981727,84,41,4,3.0700186421175006,59,1
5dd61c8f,2022-03-03,Média,Free,8.92937586502503,103,45,4,2.9238080243567697,4,0
f41f3922,2024-04-01,Média,Free,6.2686785147253525,94,50,1,4.798300216283093,19,0
bad1dfd4,2021-10-05,Pequena,Basic,13.207761654834599,92,59,2,5.0,62,0
5f3f97a3,2024-05-25,Pequena,Basic,17.473266972304412,92,52,4,3.106918638256911,70,0
e773833e,2021-05-10,Pequena,Free,10.363024027072385,99,50,0,2.583650517347265,74,1
7fb049a9,2024-10-29,Média,Pro,15.23989096778837,102,55,4,4.925763802615121,18,1
f9571f11,2020-07-15,Pequena,Basic,8.078950952620422,102,55,0,3.634013604303772,10,0
8373995f,2020-08-05,Grande,Basic,3.9468641845955865,87,51,1,3.52411089463461,48,0
2b6a9ac2,2023-08-16,Média,Basic,16.920040430036906,98,53,1,4.356613562838827,83,0
b7d0c7cb,2022-05-03,Pequena,Basic,11.05334465602948,93,58,0,4.327822333844065,39,1
b05011f0,2021-02-26,Média,Pro,11.031553422801776,106,47,2,3.2926443827034086,34,0
81edb2d5,2022-06-23,Média,Free,9.617698028054825,104,51,0,2.7696259721438627,57,1
86e96237,2023-08-31,Média,Free,9.349584936012734,97,49,1,4.368199833803802,43,1
adbe44ae,2022-12-21,Grande,Free,6.740859444899731,97,51,1,3.8653939671408097,80,0
b5b4ecf5,2024-04-05,Média,Basic,19.928646969658164,96,43,2,2.2753350666925223,43,1
18dc1547,2023-06-17,Média,Pro,9.047405364954269,85,42,1,4.301582047560137,81,0
5563e454,2023-12-01,Pequena,Basic,3.7177737621735822,94,59,3,3.954210690365508,0,0
5c2629bc,2020-08-23,Média,Free,8.329288782765218,103,50,2,3.979045168159199,1,0
2d90cec9,2023-09-26,Média,Free,10.254107599386929,106,48,1,4.693227498237036,88,1
c7527491,2020-04-21,Média,Free,9.079414538982087,107,43,1,3.002656141724112,43,0
bdf31d13,2023-01-26,Média,Basic,8.984465781961516,96,55,2,2.7843568010273754,80,1
72065ce8,2021-01-17,Pequena,Pro,15.823558339933818,91,42,1,4.440035568635303,45,1
90432590,2024-03-01,Pequena,Basic,1.6587365262626879,106,46,0,3.775547756730155,58,1
dbe1354e,2022-08-20,Pequena,Basic,14.979259690467375,97,43,3,2.664544640851002,34,1
2e0da26e,2023-10-17,Média,Free,8.947794303747484,86,42,0,4.554597579346013,32,0
7a201a7b,2020-09-16,Pequena,Pro,4.618871060170735,100,56,2,3.6489108282765645,40,0
f1d25a56,2020-12-01,Pequena,Basic,16.128769230877253,96,51,2,3.8513184278809156,68,1
bc38e1b9,2020-02-16,Média,Basic,14.843009958214013,89,47,1,3.3929159314223827,46,0
dee4aa3a,2023-02-19,Pequena,Basic,7.009419060675321,110,44,1,4.544187793542075,56,0
75eb3463,2023-10-02,Média,Basic,14.668604595772495,91,53,2,3.054320961756463,47,1
697c05b7,2022-04-10,Pequena,Free,19.233946372159625,98,46,2,2.3394507539545186,32,1
b0395fc8,2021-03-13,Média,Basic,12.868192129742333,106,65,0,2.8706399423924824,83,1
1cfb58b2,2023-04-10,Pequena,Free,18.59371041596207,97,54,1,3.8308116603419053,59,1
84d5922c,2022-01-25,Pequena,Basic,11.958869575094349,107,44,0,2.6976580635211542,11,0
54895593,2021-10-01,Média,Basic,10.144613223029477,109,41,3,5.0,82,0
7744d402,2020-03-05,Média,Basic,14.651383663012211,107,66,2,5.0,80,0
f0488a4b,2020-07-02,Pequena,Basic,10.379015227659712,89,50,0,1.8087505001045758,23,0
be09f391,2022-05-19,Média,Basic,21.310066765264125,114,48,1,3.0274487195901623,68,0
f6e2ad1e,2020-04-19,Grande,Pro,8.55823808153798,112,47,1,2.894309063217067,56,1
6651d360,2022-09-23,Pequena,Basic,21.826718036210785,112,51,1,4.867668038151206,18,0
5285230a,2023-12-07,Grande,Basic,14.143188886721646,107,54,0,5.0,12,1
fa68eece,2024-10-07,Pequena,Free,9.2353510716155,95,39,1,3.9839667339560547,85,1
a8229c88,2023-12-02,Grande,Basic,5.572204159798019,122,40,2,3.65891765387069,51,1
36c483e0,2023-08-18,Pequena,Basic,21.948773720021915,90,56,2,3.6620465724398072,30,1
d13c4127,2024-05-09,Pequena,Pro,16.052981541940824,111,52,3,3.395500771341458,40,1
994ef296,2022-04-22,Média,Free,12.72641674871355,94,44,1,4.6143968693800295,12,1
c3e0aea5,2021-03-11,Grande,Basic,12.03098276179958,110,49,5,3.2533986461588116,37,0
f6de1a5d,2024-08-08,Média,Free,16.382173601684777,101,48,0,3.6423377061255757,32,0
8e74f5fc,2023-04-15,Grande,Pro,9.74848091200061,104,61,0,2.342587812379948,81,1
bb789ea8,2022-01-14,Média,Basic,10.548397441351332,94,47,0,4.403399443667155,73,0
663f2f4c,2020-12-11,Grande,Basic,8.175440447204798,108,45,3,3.887255051315773,80,0
7d3dc265,2023-07-30,Média,Pro,9.172054093393866,101,53,1,2.6312789425213468,36,1
1a09a457,2024-01-12,Média,Free,5.443244629781591,101,54,1,1.0,29,0
476e0206,2021-10-09,Média,Free,16.00395254093327,98,45,0,3.194339585004544,49,1
2d1cc97e,2020-07-06,Grande,Basic,10.651800574701502,82,43,0,4.477489575254977,77,0
42823499,2023-10-09,Média,Free,13.873516716611805,115,47,1,4.498467497393999,50,1
07de7e05,2021-08-12,Pequena,Basic,9.8323712897034,101,50,0,3.8954203187848995,14,0
42c52688,2022-03-18,Média,Basic,15.159597841272362,110,53,2,1.9756090603125018,14,0
31d88670,2021-02-04,Pequena,Free,7.707005378872879,100,48,0,3.5580346477672578,7,0
bb2f7bdc,2020-01-22,Pequena,Pro,11.849345320421847,88,53,2,3.494811212661462,56,0
d2e7b0ac,2022-04-12,Média,Pro,7.360147991773689,89,58,2,3.064396198558792,51,0
7ada6856,2021-03-24,Média,Basic,17.953224648737738,101,41,1,4.042052382366399,33,0
3e56f04f,2023-10-02,Pequena,Basic,22.821024621046035,100,61,0,2.5181464665178073,48,1
943bcf87,2020-01-10,Média,Free,14.733450629768999,105,61,1,3.276421988614381,68,1
bc8851db,2022-10-25,Grande,Pro,15.82180005696151,100,55,1,3.536973343796578,9,0
8732016c,2023-02-07,Pequena,Pro,22.593606173017953,89,45,1,2.3971026764550944,88,0
01922c36,2022-08-26,Média,Basic,15.575567160739682,96,50,1,3.0567251958484687,11,0
4b52cdee,2020-03-03,Média,Free,16.913027300400955,100,58,1,3.705711560750755,21,0
fc18a511,2020-12-22,Média,Basic,14.742268757920336,82,54,3,5.0,53,0
4b5207b3,2020-04-05,Média,Basic,17.213647325224542,110,54,4,2.868726021646848,9,0
57bf3f27,2023-08-10,Média,Basic,7.288742230768153,87,46,1,3.462761360756908,78,1
e80eb81c,2022-05-23,Pequena,Basic,16.883363721308008,94,51,1,2.968265274857187,10,1
